,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,Fire Alarm
47564,26.57,49.16,1277,400,12971,19403,938.748,2.0,2.08,1
18509,20.062,47.27,1197,400,12913,19430,938.743,1.66,1.72,1
48257,24.65,53.04,1454,432,12961,19367,938.705,1.92,2.0,1
31341,19.2,54.98,188,400,13162,20085,939.631,0.81,0.84,1
23773,-17.859,48.78,1383,404,12976,19382,938.696,2.07,2.16,1
10432,0.423,52.18,981,698,12779,19486,939.097,2.22,2.31,1
11512,11.995,53.1,1130,636,12802,19452,939.071,1.91,1.98,1
28494,22.33,53.45,299,400,13121,19912,939.674,1.31,1.36,1
60075,18.3,48.47,206,429,12767,20516,937.365,1.75,1.82,0
523,25.504,52.7,12,400,12808,19801,939.82,0.27,0.3,0
28075,21.19,45.95,145,400,13172,20029,939.67,0.94,0.97,0
59524,11.654,46.02,169,449,12764,20556,937.353,1.8,1.87,0
8545,-4.824,54.55,327,400,13105,19933,939.34,0.27,0.28,1
22560,-19.445,54.24,1249,400,12972,19406,938.758,1.81,1.88,1
30377,19.88,53.77,22,400,13255,20221,939.749,2.35,2.44,1
53680,25.74,48.82,160,442,12770,20563,937.333,2.02,2.09,0
44964,24.55,53.58,1224,406,12925,19427,938.741,1.46,1.52,1
11191,8.448,48.16,1048,631,12808,19474,939.059,2.13,2.21,1
5640,-9.218,55.83,26,400,13261,20226,939.736,2.61,2.71,1
48036,25.92,53.47,1287,400,12991,19408,938.701,1.85,1.92,1
14332,16.076,53.05,1105,464,12859,19456,938.899,2.03,2.11,1
2525,17.263,53.2,60,400,13190,20120,939.624,1.12,1.16,0
27830,20.67,47.32,119,400,13185,20064,939.641,0.9,0.93,0
53000,26.51,45.1,159,428,12777,20560,937.38,1.96,2.03,0
44776,24.78,52.68,1231,400,12925,19424,938.71,1.74,1.81,1
4148,-2.015,50.49,112,400,13229,20109,939.668,1.72,1.78,1
8654,-4.955,54.09,326,400,13096,19940,939.322,0.41,0.42,1
30880,21.52,52.28,40,400,13245,20232,939.65,2.09,2.17,1
47872,26.85,48.15,1344,400,12978,19393,938.736,1.94,2.02,1
50689,37.53,15.08,379,3330,12513,20071,930.883,1.19,1.24,1
40401,24.68,52.87,1130,427,12874,19448,938.832,1.91,1.99,1
1844,23.82,48.15,55,400,13124,20000,939.599,0.59,0.61,0
23079,-21.991,52.29,1387,410,12966,19385,938.717,1.88,1.96,1
1627,25.286,52.51,29,400,13115,20021,939.603,0.71,0.74,0
23123,-22.01,47.93,1358,410,12974,19381,938.711,1.5,1.56,1
4328,-3.76,50.74,96,400,13231,20118,939.672,2.56,2.66,1
1748,24.513,53.48,48,400,13120,20012,939.583,0.71,0.74,0
2571,16.741,50.56,89,400,13186,20088,939.621,0.85,0.89,0
10204,-1.501,56.16,937,721,12767,19494,939.075,2.61,2.72,1
12359,19.287,53.28,1078,582,12818,19460,938.986,2.0,2.08,1
45565,24.52,52.67,1099,400,12989,19449,938.733,2.1,2.19,1
37502,27.06,46.91,1074,560,12831,19460,938.985,1.8,1.87,1
8233,-4.427,50.06,306,400,13112,19964,939.413,0.32,0.33,1
46833,24.34,54.11,1337,405,12962,19395,938.73,1.44,1.5,1
31195,21.74,49.2,160,400,13177,20106,939.652,0.82,0.86,1
26945,18.78,50.64,46,400,13135,20005,939.589,0.59,0.61,0
19649,19.185,47.5,1212,409,12922,19429,938.7,1.54,1.6,1
59966,20.142,49.16,206,445,12765,20519,937.349,1.46,1.51,0
52212,29.18,40.56,83,400,12782,20646,937.493,1.93,2.0,0
27808,18.38,51.6,128,400,13164,20032,939.655,0.94,0.98,0
40319,27.08,47.14,1151,436,12867,19444,938.842,2.12,2.2,1
1724,24.676,49.73,9,400,13144,20053,939.614,0.55,0.57,0
32198,20.64,52.05,245,400,13139,20024,939.519,0.49,0.51,1
52118,26.18,46.98,86,400,12784,20661,937.543,2.21,2.3,0
46848,26.74,48.51,1281,400,12967,19399,938.74,1.81,1.88,1
18901,20.755,53.99,1117,400,12926,19453,938.705,1.76,1.83,1
23626,-19.589,53.48,1366,400,12976,19385,938.719,1.64,1.71,1
34198,20.37,54.45,362,400,13054,19896,939.227,0.47,0.49,1
53472,28.84,41.43,137,400,12795,20583,937.322,1.95,2.03,0
14244,16.515,47.15,1107,472,12855,19453,938.897,1.63,1.69,1
56024,45.38,31.64,60000,3643,11877,17517,936.879,642.68,667.72,0
29145,22.04,49.32,121,400,13224,20095,939.651,1.69,1.75,1
35289,25.38,50.44,877,681,12793,19515,939.073,2.01,2.09,1
8899,-5.179,50.86,350,400,13069,19910,939.279,0.52,0.54,1
33068,18.58,55.16,320,400,13105,19944,939.396,0.36,0.37,1
39018,24.71,52.42,1117,495,12851,19454,938.911,1.64,1.7,1
33362,18.33,56.77,326,400,13100,19940,939.352,0.23,0.24,1
24013,-13.908,48.87,1381,400,12979,19380,938.746,1.74,1.81,1
6851,-5.807,50.81,213,400,13152,20057,939.591,0.45,0.47,1
48064,27.01,47.64,1392,405,12971,19386,938.72,1.82,1.89,1
36550,24.99,49.46,1180,652,12801,19448,939.053,2.57,2.67,1
43296,26.03,53.07,1138,400,12920,19450,938.695,1.61,1.67,1
13356,20.276,50.32,1197,541,12831,19426,938.915,2.12,2.21,1
9731,-4.182,59.7,783,933,12660,19526,939.152,2.66,2.77,1
55519,45.96,25.09,11596,483,12772,19230,936.918,0.89,0.92,0
10315,-0.607,53.98,927,705,12775,19496,939.097,2.34,2.43,1
35762,25.96,49.51,979,657,12793,19493,939.082,2.32,2.41,1
13230,20.567,46.81,1109,529,12845,19451,938.896,2.07,2.15,1
37280,24.59,52.54,996,564,12826,19488,939.033,1.59,1.65,1
25751,14.8,51.71,14,400,12944,19882,939.776,0.24,0.25,0
19512,19.83,48.56,1182,400,12934,19429,938.677,1.78,1.85,1
51717,29.14,40.85,58,400,12836,20708,937.485,1.74,1.8,0
57866,-3.168,47.19,74,400,12788,20673,937.529,2.33,2.42,0
59304,1.279,48.65,182,444,12769,20544,937.317,1.9,1.97,0
6458,-7.182,53.57,188,400,13146,20068,939.629,1.09,1.14,1
31951,18.53,56.44,235,400,13134,20027,939.592,0.59,0.61,1
192,22.52,49.89,3,402,12600,19679,939.81,0.82,2.08,0
1841,23.843,48.53,64,400,13122,19996,939.597,0.68,0.7,0
45139,24.69,52.97,1195,400,12962,19441,938.735,1.77,1.84,1
4363,-4.078,52.69,108,400,13221,20102,939.641,2.21,2.3,1
43909,26.85,48.19,1193,400,12917,19432,938.707,1.82,1.89,1
47792,24.36,54.15,1344,404,12970,19396,938.736,1.87,1.95,1
37854,26.99,47.24,1048,543,12838,19471,938.915,2.04,2.12,1
11192,8.459,48.08,1040,633,12810,19472,939.068,2.08,2.16,1
45852,24.9,51.39,1344,420,12945,19381,938.691,1.81,1.88,1
36675,24.55,52.34,1025,616,12810,19471,939.042,1.83,1.9,1
42126,25.57,47.95,1203,422,12885,19432,938.782,1.59,1.65,1
30763,21.73,50.88,35,400,13252,20214,939.714,2.27,2.36,1
41627,26.8,48.25,1153,404,12889,19436,938.729,1.79,1.86,1
20453,11.366,53.04,1136,400,12975,19446,938.738,1.98,2.05,1
35088,22.51,57.25,937,728,12764,19499,939.142,2.1,2.19,1
14378,15.848,51.22,1143,480,12859,19449,938.913,1.54,1.6,1
57287,24.533,40.11,75,400,12833,20709,937.536,1.99,2.07,0
25939,13.98,50.61,38,400,12991,19892,939.74,0.26,0.27,0
43151,25.02,51.25,1191,404,12906,19437,938.697,1.87,1.94,1
40603,26.65,48.8,1184,425,12877,19434,938.816,1.78,1.84,1
28316,22.04,56.99,226,400,13176,19982,939.665,2.53,2.63,1
12450,19.751,46.86,1096,560,12832,19461,938.98,2.17,2.26,1
19251,20.584,53.48,1256,412,12914,19419,938.697,1.43,1.48,1
50947,36.59,15.16,0,886,13092,20820,930.882,0.94,0.97,1
22498,-18.891,54.08,1346,400,12968,19397,938.753,1.66,1.72,1
20428,11.706,47.23,1216,400,12965,19423,938.752,2.47,2.56,1
47699,26.96,47.78,1306,400,12971,19394,938.741,1.94,2.02,1
45983,24.52,53.29,1341,410,12954,19394,938.696,1.92,2.0,1
12687,20.564,46.96,1080,554,12828,19464,938.961,1.98,2.06,1
24655,4.445,54.11,1333,410,12988,19405,938.804,2.17,2.25,1
59056,-4.952,47.59,147,410,12781,20580,937.334,2.01,2.09,0
39208,24.54,53.17,1103,488,12844,19442,938.92,2.32,2.41,1
19050,20.788,47.38,1241,403,12918,19420,938.718,1.64,1.7,1
7189,-4.796,56.2,245,400,13132,20020,939.492,0.44,0.46,1
8755,-5.062,57.0,342,400,13071,19913,939.284,0.39,0.4,1
25549,11.99,54.64,18,400,12814,19797,939.827,0.12,0.13,0
52383,28.94,41.17,64,400,12790,20665,937.492,2.43,2.53,0
33335,20.95,50.17,319,400,13107,19943,939.382,0.29,0.3,1
31929,19.14,53.09,240,400,13134,20028,939.607,0.73,0.76,1
48273,24.34,54.2,1429,422,12967,19372,938.709,1.82,1.89,1
7930,-4.139,52.95,287,400,13124,19978,939.396,0.31,0.32,1
50275,31.6,35.9,540,2088,12793,19450,931.069,217.84,226.36,1
6490,-7.07,50.54,202,400,13158,20078,939.624,0.93,0.97,1
1956,22.927,48.9,45,400,13134,20008,939.576,0.67,0.69,0
36558,24.47,52.57,1105,627,12812,19459,939.075,2.4,2.5,1
9606,-4.586,61.84,705,718,12771,19549,939.141,2.93,3.05,1
54786,27.91,38.41,0,400,13338,21184,937.458,1.94,2.01,0
32406,18.57,55.5,260,400,13122,20004,939.497,0.52,0.55,1
56246,53.47,22.86,60000,21221,10931,15658,936.815,11051.31,21695.48,0
60978,17.461,56.59,3377,400,13238,19764,936.915,0.54,0.56,0
11395,10.722,53.38,1063,635,12798,19459,939.094,2.4,2.5,1
9166,-5.229,51.35,374,400,13047,19891,939.258,0.38,0.4,1
40934,24.86,52.02,1186,409,12874,19433,938.758,1.91,1.99,1
50770,39.56,14.0,440,6110,12123,20136,930.896,1.01,1.05,1
26504,15.8,53.17,18,400,13107,20006,939.676,0.41,0.43,0
14444,15.524,52.45,1153,486,12855,19445,938.917,1.88,1.95,1
1557,25.677,48.73,8,400,13116,20015,939.663,0.58,0.61,0
6875,-5.727,53.05,236,400,13128,20037,939.617,0.5,0.52,1
51154,27.09,44.47,24,457,12864,20755,937.565,2.35,2.44,0
59665,17.511,49.0,162,438,12773,20557,937.384,1.55,1.61,0
41947,25.35,48.85,1191,418,12881,19427,938.768,1.59,1.66,1
35043,24.68,52.08,801,727,12767,19526,939.118,2.17,2.26,1
49587,24.36,53.97,1310,400,12996,19404,938.803,2.06,2.15,1
23699,-18.793,54.27,1366,404,12977,19395,938.694,1.79,1.86,1
40946,24.55,53.31,1138,419,12872,19440,938.788,1.77,1.83,1
45931,24.38,53.74,1394,423,12937,19374,938.69,2.04,2.12,1
39322,24.66,52.79,1136,468,12860,19443,938.895,1.99,2.07,1
41626,26.78,48.36,1199,410,12886,19440,938.742,1.79,1.86,1
53552,25.89,48.16,181,451,12763,20539,937.314,1.88,1.95,0
25290,13.69,51.16,13,400,12662,19718,939.785,0.11,0.17,0
16295,12.442,50.2,1218,426,12874,19432,938.762,1.68,1.74,1
29716,20.19,52.37,63,400,13244,20162,939.646,2.25,2.34,1
29710,20.54,50.13,72,400,13229,20138,939.65,2.29,2.38,1
43545,26.75,48.66,1187,400,12916,19425,938.722,1.44,1.5,1
647,26.211,50.32,10,400,12879,19843,939.813,0.29,0.3,0
46522,24.54,53.36,1358,400,12960,19390,938.724,1.66,1.72,1
44949,25.13,50.56,1228,415,12922,19429,938.765,1.71,1.77,1
11582,12.739,52.95,990,582,12822,19489,939.057,1.94,2.02,1
53191,25.95,47.45,129,417,12781,20604,937.334,1.82,1.89,0
39078,24.73,52.45,1145,498,12851,19446,938.899,1.81,1.88,1
46437,26.96,47.73,1321,400,12953,19392,938.729,1.83,1.9,1
7678,-4.09,49.63,297,400,13112,19971,939.453,0.43,0.45,1
16223,12.33,47.43,1097,402,12882,19452,938.769,2.19,2.28,1
33414,18.43,56.52,323,400,13101,19929,939.359,0.32,0.33,1
58764,-4.357,47.9,111,410,12782,20617,937.393,1.98,2.06,0
30257,19.97,53.6,10,400,13259,20215,939.698,2.91,3.03,1
37532,24.43,53.25,1149,579,12822,19443,938.972,1.94,2.02,1
11070,7.089,48.58,1042,637,12802,19469,939.098,2.1,2.18,1
15589,12.063,53.04,1184,429,12870,19439,938.824,2.11,2.19,1
32886,20.92,50.01,293,400,13121,19962,939.408,0.38,0.4,1
44898,24.68,52.96,1235,421,12925,19434,938.756,1.42,1.47,1
39876,26.03,52.78,1061,423,12878,19468,938.809,2.07,2.15,1
31542,21.12,51.08,198,400,13159,20079,939.614,0.7,0.73,1
47522,26.99,47.64,1289,400,12969,19406,938.749,1.93,2.0,1
42259,24.72,52.87,1197,406,12895,19433,938.784,1.52,1.58,1
7622,-4.112,50.93,296,400,13112,19966,939.471,0.27,0.29,1
40101,24.66,52.88,1130,454,12868,19439,938.831,1.64,1.7,1
40457,24.8,52.37,1164,433,12871,19442,938.826,2.06,2.14,1
54969,27.38,39.1,0,400,13421,21385,937.408,1.51,1.57,0
28539,21.49,58.73,298,400,13133,19923,939.709,1.54,1.6,1
24073,-12.689,47.87,1172,400,13033,19440,938.736,2.13,2.21,1
59681,18.034,43.15,154,423,12778,20570,937.419,1.66,1.72,0
50904,35.19,15.89,452,3867,12380,20161,930.895,2.64,2.74,1
37212,24.9,51.17,1044,588,12817,19470,939.032,2.11,2.19,1
32944,20.95,49.92,299,400,13116,19961,939.408,0.3,0.31,1
10950,5.752,48.82,994,639,12802,19488,939.052,2.38,2.47,1
59136,-3.943,43.31,124,400,12795,20597,937.331,1.77,1.84,0
47233,24.79,52.26,1358,400,12964,19388,938.703,1.93,2.01,1
56205,53.56,21.31,60000,15267,11122,16018,936.845,10403.35,14836.53,0
27048,16.95,53.57,49,400,13124,20007,939.628,0.64,0.67,0
47122,24.51,53.52,1383,413,12960,19388,938.715,1.83,1.9,1
5307,-9.143,48.39,21,400,13254,20209,939.707,2.37,2.46,1
48823,26.53,49.52,1360,403,12975,19387,938.702,1.66,1.72,1
15082,12.945,47.39,1057,426,12878,19469,938.828,1.98,2.06,1
16479,12.797,51.8,1155,415,12880,19438,938.734,1.9,1.98,1
40580,24.66,52.79,1191,427,12875,19445,938.818,2.25,2.34,1
26133,15.89,54.62,0,400,13074,19971,939.747,0.32,0.33,0
42692,24.43,53.81,1134,402,12905,19440,938.718,1.51,1.56,1
40719,26.41,50.45,1111,401,12883,19440,938.795,1.99,2.06,1
17809,17.465,53.22,1153,413,12899,19444,938.723,2.04,2.12,1
34417,20.1,63.67,638,564,12854,19609,939.192,3.2,3.33,1
39911,25.03,50.95,1203,472,12855,19430,938.824,1.93,2.01,1
23786,-17.681,47.86,1392,411,12973,19378,938.724,2.13,2.21,1
24799,10.301,48.24,1270,400,12991,19400,938.826,1.89,1.96,1
58633,-4.124,46.99,102,404,12779,20620,937.39,1.72,1.79,0
14018,17.635,51.2,1130,500,12850,19459,938.909,1.99,2.07,1
17673,16.881,48.88,1258,424,12890,19420,938.705,1.55,1.61,1
30609,20.16,52.04,64,400,13234,20196,939.727,2.26,2.35,1
41594,24.87,52.08,1117,405,12884,19449,938.741,1.78,1.85,1
33417,18.34,56.84,329,400,13099,19943,939.372,0.31,0.32,1
26105,14.91,49.66,46,400,13029,19915,939.758,0.33,0.35,0
11165,8.156,53.62,1120,654,12791,19455,939.054,2.46,2.55,1
34896,22.26,56.85,735,762,12753,19549,939.169,2.57,2.67,1
37938,24.72,52.32,1090,553,12830,19455,938.904,2.24,2.33,1
51962,29.12,40.82,94,422,12782,20661,937.56,2.02,2.1,0
49476,25.85,53.53,1291,400,12995,19405,938.781,1.53,1.59,1
21698,-8.466,51.88,1358,400,12958,19386,938.716,2.45,2.55,1
58806,-4.581,45.89,134,422,12779,20582,937.372,1.86,1.93,0
17450,15.942,53.28,1155,401,12898,19431,938.737,1.48,1.54,1
21876,-11.192,51.15,1344,406,12956,19389,938.739,1.99,2.07,1
43343,24.61,53.28,1224,400,12909,19423,938.73,1.46,1.52,1
32747,18.3,56.55,301,400,13116,19969,939.438,0.4,0.42,1
16101,12.175,47.55,1159,400,12885,19443,938.743,1.9,1.98,1
26587,17.54,54.3,0,400,13153,20057,939.595,0.56,0.58,0
28003,20.64,48.45,171,400,13162,20008,939.656,0.7,0.73,0
19424,20.151,52.9,1174,400,12922,19424,938.678,1.71,1.78,1
47116,24.69,52.84,1362,401,12964,19394,938.724,1.71,1.77,1
38400,27.09,46.91,1189,516,12839,19440,938.859,1.48,1.53,1
57459,17.615,41.13,42,400,12838,20718,937.494,1.78,1.85,0
29100,22.45,47.35,120,400,13223,20093,939.613,1.95,2.03,1
15033,13.09,48.68,1168,465,12851,19430,938.805,1.88,1.96,1
4933,-8.039,49.74,19,400,13254,20186,939.687,2.35,2.44,1
3298,7.881,64.53,213,400,13181,20006,939.708,2.31,2.4,1
17076,14.516,50.8,1176,416,12897,19438,938.795,1.86,1.93,1
60342,13.068,40.44,0,400,13113,21009,937.437,2.02,2.09,0
16279,12.416,47.76,1172,413,12884,19449,938.772,1.87,1.94,1
29780,20.08,53.39,21,400,13255,20191,939.681,2.15,2.23,1
2602,16.385,48.95,53,400,13210,20121,939.653,1.03,1.07,0
14530,15.111,48.45,1155,467,12854,19439,938.912,1.91,1.99,1
2649,15.84,53.19,69,400,13194,20111,939.65,1.1,1.14,0
5179,-8.901,48.92,40,400,13244,20181,939.71,2.58,2.68,1
46986,25.45,48.27,1429,424,12952,19372,938.724,1.95,2.03,1
7064,-5.136,55.58,240,400,13127,20018,939.572,0.29,0.31,1
4984,-8.263,53.5,23,400,13251,20194,939.708,2.02,2.1,1
49511,24.85,51.74,1366,418,12980,19389,938.778,1.84,1.91,1
22505,-18.955,51.0,1291,400,12978,19415,938.756,1.7,1.76,1
7342,-4.456,52.72,270,400,13118,19999,939.495,0.39,0.4,1
59703,18.689,45.57,180,441,12765,20536,937.402,1.53,1.59,0
30368,20.32,50.96,26,400,13248,20215,939.759,2.4,2.49,1
5122,-8.75,48.6,46,400,13238,20173,939.675,1.62,1.68,1
32707,20.57,51.58,284,400,13121,19983,939.442,0.38,0.4,1
26214,14.87,51.74,30,400,13055,19932,939.753,0.37,0.39,0
33605,20.81,51.04,335,400,13093,19935,939.35,0.46,0.47,1
47201,26.43,50.0,1369,400,12965,19386,938.707,2.01,2.08,1
4179,-2.328,50.78,100,400,13231,20104,939.657,2.23,2.31,1
16013,12.092,53.37,1132,406,12883,19451,938.782,2.1,2.18,1
48717,26.91,47.93,1308,400,12983,19401,938.714,1.76,1.83,1
37752,24.92,51.15,1109,558,12830,19446,938.956,1.68,1.75,1
43399,24.72,52.96,1220,413,12906,19418,938.717,1.47,1.53,1
23491,-20.749,47.67,1442,428,12964,19369,938.697,2.16,2.24,1
33510,19.24,51.37,348,400,13082,19910,939.336,0.3,0.31,1
38563,26.69,48.59,1061,507,12846,19458,938.879,1.89,1.96,1
20338,12.885,53.79,1249,400,12953,19424,938.753,1.8,1.88,1
8344,-4.565,50.06,324,400,13102,19941,939.387,0.26,0.27,1
50645,40.67,13.78,0,732,13237,20658,930.908,1.12,1.16,1
9515,-4.812,57.1,679,680,12790,19586,939.161,2.28,2.37,1
7272,-4.6,50.08,246,400,13136,20025,939.497,0.55,0.57,1
55511,47.91,25.63,13525,543,12752,19106,936.915,0.8,0.83,0
49154,24.72,51.57,1155,400,13030,19444,938.757,1.93,2.0,1
42594,26.98,47.74,1164,401,12897,19434,938.732,1.85,1.92,1
10616,2.197,53.23,942,675,12787,19502,939.074,2.35,2.44,1
47983,26.53,49.46,1306,402,12974,19405,938.733,1.84,1.91,1
17155,14.799,53.55,1187,402,12894,19439,938.793,1.61,1.68,1
3888,0.781,51.83,185,400,13208,20040,939.655,2.09,2.17,1
50933,36.4,15.34,16,1054,13013,20607,930.928,1.33,1.38,1
22155,-15.065,48.4,1371,405,12962,19390,938.724,2.15,2.23,1
8149,-4.33,55.66,296,400,13127,19972,939.382,0.25,0.26,1
19138,20.736,53.84,1233,400,12916,19426,938.721,1.5,1.55,1
55177,28.69,61.63,2362,400,13386,20025,936.937,0.96,0.99,0
2005,22.51,53.66,34,400,13137,20010,939.615,0.63,0.66,0
9490,-4.865,63.75,662,712,12777,19596,939.169,2.37,2.46,1
12638,20.442,51.11,1134,572,12829,19458,938.983,2.18,2.26,1
9771,-4.028,54.22,709,876,12683,19556,939.126,2.61,2.71,1
25504,11.52,56.96,17,400,12782,19776,939.823,0.29,0.33,0
15959,12.053,53.64,1147,409,12881,19447,938.797,1.72,1.79,1
19682,19.001,53.25,1153,400,12938,19438,938.732,1.72,1.79,1
43031,25.02,51.24,1136,400,12909,19448,938.713,2.04,2.12,1
4373,-4.167,53.76,116,400,13217,20098,939.64,2.12,2.2,1
44008,24.54,53.58,1222,405,12920,19425,938.692,1.84,1.91,1
52569,29.03,40.93,53,400,12795,20672,937.472,1.89,1.97,0
38599,24.72,52.43,1128,521,12840,19444,938.864,1.77,1.84,1
50521,40.64,14.22,1563,14923,11758,19193,930.896,1.28,1.33,1
11062,7.0,50.58,979,640,12802,19477,939.093,2.18,2.26,1
55223,31.4,57.76,3218,400,13281,19803,936.95,0.43,0.45,0
22530,-19.182,47.61,1302,400,12967,19406,938.757,1.91,1.98,1
1304,26.722,51.71,0,400,13103,19984,939.728,0.43,0.44,0
57019,25.848,44.83,48,423,12853,20740,937.588,2.24,2.33,0
7498,-4.216,50.85,260,400,13136,20006,939.478,0.61,0.64,1
33839,20.98,50.61,355,400,13073,19911,939.283,0.29,0.3,1
27112,17.02,54.09,6,400,13153,20046,939.633,0.75,0.78,0
35798,23.86,54.06,954,660,12797,19487,939.071,2.29,2.38,1
18370,19.648,48.8,1243,406,12908,19424,938.714,1.85,1.92,1
30811,19.47,55.91,33,400,13254,20226,939.658,2.49,2.59,1
51341,26.75,45.55,52,428,12837,20729,937.582,2.18,2.27,0
21769,-9.572,53.53,1387,406,12951,19385,938.716,1.95,2.02,1
37127,26.71,47.91,1071,580,12821,19460,939.031,1.69,1.76,1
6793,-6.004,50.39,220,400,13148,20052,939.621,0.5,0.52,1
16500,12.843,53.69,1170,410,12888,19432,938.749,1.78,1.85,1
25256,11.5,53.48,34,400,12624,19685,939.816,0.11,0.18,0
3470,5.746,59.43,308,400,13119,19902,939.684,1.17,1.22,1
1609,25.39,49.43,0,400,13138,20045,939.599,0.52,0.54,0
8439,-4.689,51.98,327,400,13098,19932,939.343,0.23,0.24,1
55871,46.04,16.87,54,400,13564,21104,936.813,0.88,0.91,0
26040,16.06,50.78,7,400,13047,19953,939.784,0.37,0.39,0
46280,24.58,53.18,1279,403,12954,19405,938.687,1.84,1.92,1
56505,58.03,11.27,14409,400,13082,19093,936.708,4.38,4.56,0
50954,36.63,15.16,0,1435,12808,20639,930.882,1.01,1.05,1
3060,10.853,51.93,168,400,13165,20008,939.674,0.87,0.9,0
3107,10.267,50.53,165,400,13149,20003,939.671,0.72,0.75,0
44603,24.58,53.4,1253,411,12920,19414,938.703,1.67,1.73,1
23637,-19.477,54.18,1348,413,12975,19380,938.713,1.79,1.86,1
33012,18.63,54.75,316,400,13104,19936,939.389,0.29,0.3,1
51279,26.85,45.05,27,424,12858,20763,937.567,2.27,2.36,0
8982,-5.221,57.67,369,400,13055,19890,939.253,0.41,0.43,1
49381,26.92,47.67,1325,408,12986,19389,938.789,1.97,2.05,1
32407,18.54,55.64,268,400,13122,19999,939.494,0.51,0.53,1
17456,15.967,53.67,1159,400,12896,19434,938.741,1.68,1.74,1
20862,5.252,52.39,1321,411,12951,19400,938.687,1.85,1.92,1
42165,26.75,48.57,1138,401,12898,19447,938.798,1.27,1.32,1
33615,21.01,50.37,338,400,13093,19924,939.332,0.31,0.32,1
5185,-8.915,48.51,21,400,13255,20193,939.708,2.54,2.64,1
35091,22.52,57.38,937,721,12766,19505,939.133,2.23,2.32,1
25178,13.52,51.19,1,405,12592,19678,939.815,0.0,0.0,0
55289,34.79,50.63,6439,400,13081,19542,936.885,0.27,0.28,0
12835,20.799,53.18,1046,538,12836,19468,938.912,2.14,2.23,1
26709,18.14,52.34,9,400,13146,20051,939.625,0.62,0.64,0
7488,-4.228,54.67,258,400,13137,20010,939.471,0.67,0.7,1
60013,19.449,48.23,208,429,12770,20516,937.388,1.34,1.39,0
46423,26.57,49.18,1291,400,12966,19409,938.707,1.72,1.78,1
28826,20.15,52.0,164,400,13213,20055,939.643,2.3,2.39,1
49790,26.72,48.5,1247,403,12993,19417,938.853,1.76,1.82,1
18626,20.349,47.46,1218,401,12914,19429,938.729,1.55,1.61,1
42112,26.94,47.81,1132,400,12900,19443,938.786,1.9,1.98,1
43664,26.71,48.82,1182,400,12917,19429,938.729,1.48,1.54,1
10954,5.797,48.45,1036,655,12798,19480,939.054,2.26,2.35,1
40660,26.5,49.9,1120,410,12886,19457,938.813,2.03,2.11,1
33644,19.85,57.05,331,400,13103,19940,939.335,0.37,0.38,1
3281,8.093,61.95,202,400,13180,20013,939.694,2.16,2.24,1
29587,20.94,47.85,46,400,13255,20175,939.648,2.47,2.57,1
331,23.975,56.23,7,400,12674,19714,939.791,0.09,0.13,0
24527,-0.197,53.6,1339,405,12985,19399,938.807,1.81,1.88,1
32109,18.96,53.63,255,400,13119,20001,939.551,0.51,0.53,1
1400,26.397,55.07,22,400,13093,19992,939.691,0.56,0.59,0
36069,26.41,48.18,1023,638,12801,19470,939.098,2.21,2.3,1
50003,20.63,44.1,46,4666,12248,19649,931.2,1.49,1.85,0
26843,19.12,47.72,59,400,13125,20000,939.595,0.56,0.58,0
62447,-9.765,12.75,1915,400,13607,20191,936.699,0.71,0.74,0
20526,10.349,49.4,1044,400,13000,19468,938.75,1.92,1.99,1
33100,20.77,50.77,304,400,13110,19953,939.409,0.2,0.21,1
36008,26.35,48.37,994,640,12797,19476,939.077,2.16,2.25,1
4696,-6.695,48.41,60,400,13242,20156,939.628,2.03,2.1,1
60022,19.296,48.96,198,426,12772,20522,937.38,1.49,1.55,0
25271,11.12,56.48,13,400,12641,19704,939.803,0.16,0.26,0
61529,14.488,14.0,1302,400,13281,20295,936.834,1.13,1.17,0
30641,21.67,51.52,42,400,13247,20208,939.709,2.85,2.96,1
29977,21.28,54.36,35,400,13251,20191,939.703,2.05,2.13,1
